1.0,0.15193101,0.41696748,0.00013837,0.03898754,0.19959027,0.06490913,0.13803666,0.00660571,0.07451386,0.05540538,0.3051028,0.10228515,0.07185056,0.10083612,0.04591732,0.08443542,0.08165883,0.47575487,0.12512105,0.53013566,0.11556191,0.0752111,0.08530895,0.07596634,0.1036476,0.01841637,0.00499384,0.10787404,0.08278887,0.33906813,0.08985003,0.08880978,0.13415785
0.15193101,1.0,0.46726387,0.00012229,0.33963647,0.10437061,0.55244223,0.37123694,0.14998004,0.54790955,0.38023529,0.16366185,0.46940287,0.33669709,0.27958053,0.24269696,0.56911318,0.40890992,0.20297795,0.39069254,0.23477948,0.45315841,0.24813653,0.2644254,0.10142674,0.54492163,0.01627577,0.00441339,0.50515742,0.30641042,0.37864106,0.20615132,0.22216438,0.50341732
0.41696748,0.46726387,1.0,6.195e-05,0.28926054,0.17741892,0.48386873,0.41084569,0.14519137,0.40476246,0.41120592,0.43494423,0.4919296,0.3646771,0.2961275,0.25930837,0.60609778,0.36417879,0.53422796,0.36215541,0.63140167,0.43104426,0.2650249,0.31444508,0.13207074,0.53363027,0.00824532,0.00223583,0.51508246,0.30371634,0.50108508,0.18276379,0.22551465,0.57621225
0.00013837,0.00012229,6.195e-05,1.0,0.00030297,0.0,0.00029095,0.00351534,8.89e-05,1.411e-05,0.0002782,0.00198165,1.624e-05,4.93e-06,0.00015382,0.00028959,5.9e-06,0.00112135,3.798e-05,0.00109589,3.77e-06,0.00019982,1.072e-05,3.312e-05,0.00095088,0.00028439,0.00601066,0.00162987,0.0016605,0.00065504,0.00052883,0.00056394,5.794e-05,0.0009163
0.03898754,0.33963647,0.28926054,0.00030297,1.0,0.11997502,0.52300025,0.33016842,0.17937915,0.54852229,0.37000723,0.04985398,0.41064335,0.28202356,0.22533479,0.18990717,0.51903424,0.37180269,0.03095665,0.35028703,0.0323134,0.39948678,0.19366373,0.2043412,0.06801611,0.5167923,0.04032389,0.01093435,0.46286526,0.24279441,0.2785448,0.1740328,0.19892526,0.41918674
0.19959027,0.10437061,0.17741892,0.0,0.11997502,1.0,0.06076947,0.09692014,0.00585562,0.0594822,0.07850942,0.04593849,0.09585467,0.04410519,0.07226651,0.08733149,0.07131304,0.10194138,0.12600765,0.14952706,0.13629976,0.09155556,0.05142526,0.05087852,0.04004224,0.08685913,0.0,0.0,0.10376394,0.0250999,0.17977133,0.07874673,0.15900314,0.09113363
0.06490913,0.55244223,0.48386873,0.00029095,0.52300025,0.06076947,1.0,0.50909044,0.23600154,0.76392654,0.65184318,0.06302652,0.65934924,0.39935381,0.35767678,0.33930927,0.80074243,0.60199403,0.05247516,0.51391964,0.04194977,0.66009529,0.26185448,0.30294464,0.11430349,0.80604456,0.00203813,0.00055267,0.64296717,0.37819902,0.47807841,0.28539879,0.2152561,0.61866784
0.13803666,0.37123694,0.41084569,0.00351534,0.33016842,0.09692014,0.50909044,1.0,0.16336077,0.47676561,0.41202571,0.13801823,0.47818147,0.3306896,0.27557242,0.23669359,0.56148054,0.39398679,0.13031112,0.32805164,0.13372418,0.47052654,0.2287607,0.25761606,0.11360704,0.53700219,0.0246253,0.00667747,0.51016785,0.27574473,0.40517605,0.19523109,0.1884234,0.48223178
0.00660571,0.14998004,0.14519137,8.89e-05,0.17937915,0.00585562,0.23600154,0.16336077,1.0,0.21630629,0.20058853,0.00975304,0.19743787,0.16623291,0.11232559,0.0915021,0.21983268,0.15840941,0.00340189,0.17327723,0.00398964,0.21527984,0.07148236,0.08138027,0.02854748,0.21910504,0.01183297,0.00320867,0.19823655,0.10799972,0.13787459,0.09547797,0.05418226,0.21311865
0.07451386,0.54790955,0.40476246,1.411e-05,0.54852229,0.0594822,0.76392654,0.47676561,0.21630629,1.0,0.55090565,0.08531904,0.56571008,0.29840026,0.28845978,0.25625796,0.62629237,0.534084,0.09143566,0.56308249,0.0727765,0.607699,0.26192654,0.22320867,0.08396665,0.69521736,0.00187795,0.00051302,0.55433641,0.39302938,0.40234097,0.34770015,0.19552385,0.49151624
